Date,Startup,Vertical,SubVertical,City,Investors,Round,Amount,Year,month_num,month_name,Month_Year,Investor_num
2018-07-01,Leena AI,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Angel Funding,0.0,2018,7,July,July-2018,1
2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Angel Funding,8.558,2018,7,July,July-2018,1
2018-07-04,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Funding,34.232,2018,7,July,July-2018,1
2018-07-05,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Funding,53.4875,2018,7,July,July-2018,4
2018-07-06,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Funding,237.0566,2018,7,July,July-2018,1
2018-07-09,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bangalore,Info Edge (India) Ltd,Angel Funding,3.76552,2018,7,July,July-2018,1
2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bangalore,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Angel Funding,9.4138,2018,7,July,July-2018,2
2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Angel Funding,3.739846,2018,7,July,July-2018,3
2018-07-10,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Angel Funding,0.0,2018,7,July,July-2018,1
2018-07-10,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bangalore,ResponsAbility,Private Funding,42.79,2018,7,July,July-2018,1
2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Funding,42.79,2018,7,July,July-2018,4
2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Funding,21.395,2018,7,July,July-2018,1
2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Angel Funding,1.54044,2018,7,July,July-2018,5
2018-07-12,5th Vital,Healthcare,Home diagnostics services provider,Bangalore,Brand Capital and Others,Angel Funding,4.279,2018,7,July,July-2018,1
2018-07-13,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Angel Funding,1.49765,2018,7,July,July-2018,4
2018-07-17,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Funding,248.182,2018,7,July,July-2018,3
2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Funding,425.3326,2018,7,July,July-2018,2
2018-07-18,The Ken,Consumer Internet,Subscription-Only News Website,Bangalore,Omidyar Network & Others,Angel Funding,12.837,2018,7,July,July-2018,1
2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Funding,855.8,2018,7,July,July-2018,2
2018-07-21,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Funding,154.044,2018,7,July,July-2018,1
2018-07-23,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Angel Funding,2.39624,2018,7,July,July-2018,3
2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Angel Funding,3.731288,2018,7,July,July-2018,3
2018-07-24,kidovators,Ed-Tech,Skill Learning Platform,Bangalore,Gray Matters,Angel Funding,1.54044,2018,7,July,July-2018,1
2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Funding,385.11,2018,7,July,July-2018,1
2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Funding,145.486,2018,7,July,July-2018,2
2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Angel Funding,10.6975,2018,7,July,July-2018,2
2018-07-25,iqlect,Technology,Data Analytics Firm,Bangalore,Ventureast and Exfinity,Angel Funding,21.395,2018,7,July,July-2018,1
2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Angel Funding,9.4138,2018,7,July,July-2018,4
2018-07-26,Bitla Software,Technology,Travel-Focused Tech Startup,Bangalore,MakeMyTrip,Private Funding,0.0,2018,7,July,July-2018,1
2018-07-26,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Funding,4.279,2018,7,July,July-2018,1
2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Funding,94.138,2018,7,July,July-2018,1
2018-07-30,Cure Fit,Consumer Internet,Health and fitness Platform,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Funding,1026.96,2018,7,July,July-2018,3
2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Funding,855.8,2018,7,July,July-2018,3
2018-07-31,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Angel Funding,42.79,2018,7,July,July-2018,1
2018-06-01,CoinTribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Funding,85.58,2018,6,June,June-2018,2
2018-06-04,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bangalore,Aspire Logistics LLC,Angel Funding,1.06975,2018,6,June,June-2018,1
2018-06-04,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Angel Funding,0.0,2018,6,June,June-2018,5
2018-06-05,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Angel Funding,0.0,2018,6,June,June-2018,3
2018-06-05,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Angel Funding,0.0,2018,6,June,June-2018,1
2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Funding,196.834,2018,6,June,June-2018,1
2018-06-07,Meesho,Consumer Internet,Online Marketplace For Resellers,Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Funding,98.417,2018,6,June,June-2018,3
2018-06-10,AyeFinance,Finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Funding,183.997,2018,6,June,June-2018,2
2018-06-11,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Angel Funding,0.0,2018,6,June,June-2018,1
2018-06-12,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Funding,126.6584,2018,6,June,June-2018,1
2018-06-12,eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Funding,86.4358,2018,6,June,June-2018,1
2018-06-12,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bangalore,Saama Capital and Sequoia Capital,Angel Funding,25.674,2018,6,June,June-2018,1
2018-06-13,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Angel Funding,2.5674,2018,6,June,June-2018,2
2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Angel Funding,3.8511,2018,6,June,June-2018,4
2018-06-13,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Angel Funding,0.0,2018,6,June,June-2018,1
2018-06-14,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bangalore,Brand Capital,Angel Funding,29.5251,2018,6,June,June-2018,1
2018-06-14,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Funding,41.0784,2018,6,June,June-2018,1
2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Funding,179.718,2018,6,June,June-2018,1
2018-06-18,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Angel Funding,14.5486,2018,6,June,June-2018,1
2018-06-19,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Angel Funding,0.0,2018,6,June,June-2018,1
2018-06-19,RentSher,Consumer Internet,Online Rental Marketplace,Bangalore,"Shorooq Investments, LetsVenture & Others",Angel Funding,9.4138,2018,6,June,June-2018,2
2018-06-20,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Funding,128.37,2018,6,June,June-2018,3
2018-06-22,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Funding,77.8778,2018,6,June,June-2018,2
2018-06-25,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Funding,1711.6,2018,6,June,June-2018,1
2018-06-25,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bangalore,Diageo India,Private Funding,34.232,2018,6,June,June-2018,1
2018-06-25,Sqqrl,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Angel Funding,8.558,2018,6,June,June-2018,1
2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Funding,76.5941,2018,6,June,June-2018,1
2018-06-26,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Funding,162.602,2018,6,June,June-2018,6
2018-06-27,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Funding,38.511,2018,6,June,June-2018,1
2018-06-28,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bangalore,Speciale Invest & Others,Angel Funding,9.4138,2018,6,June,June-2018,1
2018-06-28,Edureka,Ed-Tech,Online Education Platform,Bangalore,Leo Capital,Angel Funding,17.116,2018,6,June,June-2018,1
2018-06-29,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Angel Funding,0.0,2018,6,June,June-2018,1
2018-05-02,OpenTap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Angel Funding,3.8511,2018,5,May,May-2018,1
2018-05-02,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Funding,188.276,2018,5,May,May-2018,3
2018-05-03,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Angel Funding,21.395,2018,5,May,May-2018,2
2018-05-09,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Angel Funding,8.558,2018,5,May,May-2018,2
2018-05-11,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Angel Funding,8.121542,2018,5,May,May-2018,1
2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Funding,205.392,2018,5,May,May-2018,3
2018-05-16,mfine,Healthcare,Doctor-Consultation App,Bangalore,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Funding,35.9436,2018,5,May,May-2018,2
2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bangalore,Blume ventures,Angel Funding,2.5674,2018,5,May,May-2018,1
2018-05-21,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Funding,59.906,2018,5,May,May-2018,2
2018-05-22,Vola,Finance,Micro Lending Platform,Bangalore,Credika and unnamed angel investors,Angel Funding,4.279,2018,5,May,May-2018,1
2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bangalore,LetsVenture,Angel Funding,6.29013,2018,5,May,May-2018,1
2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bangalore,RS Shanbag,Angel Funding,6.29013,2018,5,May,May-2018,1
2018-05-23,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Angel Funding,17.116,2018,5,May,May-2018,2
2018-05-24,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Angel Funding,17.116,2018,5,May,May-2018,2
2018-05-24,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Angel Funding,2.507494,2018,5,May,May-2018,1
2018-05-27,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Angel Funding,102.696,2018,5,May,May-2018,4
2018-05-28,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Angel Funding,1.7116,2018,5,May,May-2018,5
2018-05-29,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Angel Funding,12.837,2018,5,May,May-2018,2
2018-05-29,Tonetag,Technology,Mobile Payments Technology Platform,Bangalore,Amazon Inc. and Mastercard,Private Funding,68.464,2018,5,May,May-2018,1
2018-05-30,Events High,Consumer Internet,Events and Activities Discovery Platform,Bangalore,Treebo,Private Funding,0.0,2018,5,May,May-2018,1
2018-05-30,Stellaps,Technology,Iot Application Platform In Agriculture,Bangalore,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Funding,119.812,2018,5,May,May-2018,7
2018-05-31,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Angel Funding,11.1254,2018,5,May,May-2018,2
2018-04-02,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Funding,17.116,2018,4,April,April-2018,6
2018-04-02,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Angel Funding,2.6324408,2018,4,April,April-2018,1
2018-04-02,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Angel Funding,0.0,2018,4,April,April-2018,3
2018-04-04,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bangalore,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Funding,470.69,2018,4,April,April-2018,5
2018-04-05,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Angel Funding,1.2837,2018,4,April,April-2018,4
2018-04-05,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Funding,85.58,2018,4,April,April-2018,2
2018-04-09,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Angel Funding,23.9624,2018,4,April,April-2018,1
2018-04-09,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Angel Funding,8.558,2018,4,April,April-2018,1
2018-04-09,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Angel Funding,0.0,2018,4,April,April-2018,9
2018-04-10,Loanzen,Finance,Digital Lending Platform In Logistics,Bangalore,Kae Capital Management,Angel Funding,0.0,2018,4,April,April-2018,1
2018-04-10,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Funding,102.696,2018,4,April,April-2018,4
2018-04-12,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Angel Funding,8.558,2018,4,April,April-2018,2
2018-04-12,AyeFinance,Finance,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,39.3668,2018,4,April,April-2018,2
2018-04-13,mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Angel Funding,17.116,2018,4,April,April-2018,1
2018-04-16,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Angel Funding,4.279,2018,4,April,April-2018,1
2018-04-16,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bangalore,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Angel Funding,0.0,2018,4,April,April-2018,4
